Title,KAZ index,Sanskrit,Devanagari/Hindi,Bengali,Gujarati,Kannada,Malayalam,Telugu
Chapter 1.13,indrayamasthānametad rājānaḥ pratyakṣaheḍaprasādāḥ || KAZ_01.13.10 ||,इन्द्रयमस्थानमेतद् राजानः प्रत्यक्षहेडप्रसादाः ॥ कZ_०१.१३.१० ॥,ইন্দ্রযমস্থানমেতদ্ রাজানঃ প্রত্যক্ষহেডপ্রসাদাঃ ॥ কZ_০১.১৩.১০ ॥,ઇન્દ્રયમસ્થાનમેતદ્ રાજાનઃ પ્રત્યક્ષહેડપ્રસાદાઃ ॥ કZ_૦૧.૧૩.૧૦ ॥,ಇನ್ದ್ರಯಮಸ್ಥಾನಮೇತದ್ ರಾಜಾನಃ ಪ್ರತ್ಯಕ್ಷಹೇಡಪ್ರಸಾದಾಃ ॥ ಕZ_೦೧.೧೩.೧೦ ॥,ഇന്ദ്രയമസ്ഥാനമേതദ് രാജാനഃ പ്രത്യക്ഷഹേഡപ്രസാദാഃ ॥ കZ_൦൧.൧൩.൧൦ ॥,ఇన్ద్రయమస్థానమేతద్ రాజానః ప్రత్యక్షహేడప్రసాదాః ॥ కZ_౦౧.౧౩.౧౦ ॥
Chapter 1.13,tānavamanyamānāndaivo'pi daṇḍaḥ spṛśati || KAZ_01.13.11 ||,तानवमन्यमानान्दैवोऽपि दण्डः स्पृशति ॥ कZ_०१.१३.११ ॥,তানবমন্যমানান্দৈবোঽপি দণ্ডঃ স্পৃশতি ॥ কZ_০১.১৩.১১ ॥,તાનવમન્યમાનાન્દૈવોઽપિ દણ્ડઃ સ્પૃશતિ ॥ કZ_૦૧.૧૩.૧૧ ॥,ತಾನವಮನ್ಯಮಾನಾನ್ದೈವೋಽಪಿ ದಣ್ಡಃ ಸ್ಪೃಶತಿ ॥ ಕZ_೦೧.೧೩.೧೧ ॥,താനവമന്യമാനാന്ദൈവോഽപി ദണ്ഡഃ സ്പൃശതി ॥ കZ_൦൧.൧൩.൧൧ ॥,తానవమన్యమానాన్దైవోఽపి దణ్డః స్పృశతి ॥ కZ_౦౧.౧౩.౧౧ ॥
Chapter 1.13,tasmād rājāno nāvamantavyāḥ || KAZ_01.13.12 ||,तस्माद् राजानो नावमन्तव्याः ॥ कZ_०१.१३.१२ ॥,তস্মাদ্ রাজানো নাবমন্তব্যাঃ ॥ কZ_০১.১৩.১২ ॥,તસ્માદ્ રાજાનો નાવમન્તવ્યાઃ ॥ કZ_૦૧.૧૩.૧૨ ॥,ತಸ್ಮಾದ್ ರಾಜಾನೋ ನಾವಮನ್ತವ್ಯಾಃ ॥ ಕZ_೦೧.೧೩.೧೨ ॥,തസ്മാദ് രാജാനോ നാവമന്തവ്യാഃ ॥ കZ_൦൧.൧൩.൧൨ ॥,తస్మాద్ రాజానో నావమన్తవ్యాః ॥ కZ_౦౧.౧౩.౧౨ ॥
Chapter 1.13,ityevaṃ kṣudrakānpratiṣedhayet || KAZ_01.13.13 ||,इत्येवं क्षुद्रकान्प्रतिषेधयेत् ॥ कZ_०१.१३.१३ ॥,ইত্যেবং ক্ষুদ্রকান্প্রতিষেধযেত্ ॥ কZ_০১.১৩.১৩ ॥,ઇત્યેવં ક્ષુદ્રકાન્પ્રતિષેધયેત્ ॥ કZ_૦૧.૧૩.૧૩ ॥,ಇತ್ಯೇವಂ ಕ್ಷುದ್ರಕಾನ್ಪ್ರತಿಷೇಧಯೇತ್ ॥ ಕZ_೦೧.೧೩.೧೩ ॥,ഇത്യേവം ക്ഷുദ്രകാന്പ്രതിഷേധയേത് ॥ കZ_൦൧.൧൩.൧൩ ॥,ఇత్యేవం క్షుద్రకాన్ప్రతిషేధయేత్ ॥ కZ_౦౧.౧౩.౧౩ ॥
Chapter 1.13,kiṃ vadantīṃ ca vidyuḥ || KAZ_01.13.14 ||,किं वदन्तीं च विद्युः ॥ कZ_०१.१३.१४ ॥,কিং বদন্তীং চ বিদ্যুঃ ॥ কZ_০১.১৩.১৪ ॥,કિં વદન્તીં ચ વિદ્યુઃ ॥ કZ_૦૧.૧૩.૧૪ ॥,ಕಿಂ ವದನ್ತೀಂ ಚ ವಿದ್ಯುಃ ॥ ಕZ_೦೧.೧೩.೧೪ ॥,കിം വദന്തീം ച വിദ്യുഃ ॥ കZ_൦൧.൧൩.൧൪ ॥,కిం వదన్తీం చ విద్యుః ॥ కZ_౦౧.౧౩.౧౪ ॥
Chapter 1.13,ye cāsya dhānyapaśuhiraṇyānyājīvanti tairupakurvanti vyasane'bhyudaye vā kupitaṃ bandhuṃ rāṣṭraṃ vā vyāvartayanti amitramāṭavikaṃ vā pratiṣedhayanti teṣāṃ muṇḍajaṭilavyañjanāstuṣṭātuṣṭatvaṃ vidyuḥ || KAZ_01.13.15 ||,ये चास्य धान्यपशुहिरण्यान्याजीवन्ति तैरुपकुर्वन्ति व्यसनेऽभ्युदये वा कुपितं बन्धुं राष्ट्रं वा व्यावर्तयन्ति अमित्रमाटविकं वा प्रतिषेधयन्ति तेषां मुण्डजटिलव्यञ्जनास्तुष्टातुष्टत्वं विद्युः ॥ कZ_०१.१३.१५ ॥,যে চাস্য ধান্যপশুহিরণ্যান্যাজীবন্তি তৈরুপকুর্বন্তি ব্যসনেঽভ্যুদযে বা কুপিতং বন্ধুং রাষ্ট্রং বা ব্যাবর্তযন্তি অমিত্রমাটবিকং বা প্রতিষেধযন্তি তেষাং মুণ্ডজটিলব্যঞ্জনাস্তুষ্টাতুষ্টত্বং বিদ্যুঃ ॥ কZ_০১.১৩.১৫ ॥,યે ચાસ્ય ધાન્યપશુહિરણ્યાન્યાજીવન્તિ તૈરુપકુર્વન્તિ વ્યસનેઽભ્યુદયે વા કુપિતં બન્ધું રાષ્ટ્રં વા વ્યાવર્તયન્તિ અમિત્રમાટવિકં વા પ્રતિષેધયન્તિ તેષાં મુણ્ડજટિલવ્યઞ્જનાસ્તુષ્ટાતુષ્ટત્વં વિદ્યુઃ ॥ કZ_૦૧.૧૩.૧૫ ॥,ಯೇ ಚಾಸ್ಯ ಧಾನ್ಯಪಶುಹಿರಣ್ಯಾನ್ಯಾಜೀವನ್ತಿ ತೈರುಪಕುರ್ವನ್ತಿ ವ್ಯಸನೇಽಭ್ಯುದಯೇ ವಾ ಕುಪಿತಂ ಬನ್ಧುಂ ರಾಷ್ಟ್ರಂ ವಾ ವ್ಯಾವರ್ತಯನ್ತಿ ಅಮಿತ್ರಮಾಟವಿಕಂ ವಾ ಪ್ರತಿಷೇಧಯನ್ತಿ ತೇಷಾಂ ಮುಣ್ಡಜಟಿಲವ್ಯಞ್ಜನಾಸ್ತುಷ್ಟಾತುಷ್ಟತ್ವಂ ವಿದ್ಯುಃ ॥ ಕZ_೦೧.೧೩.೧೫ ॥,യേ ചാസ്യ ധാന്യപശുഹിരണ്യാന്യാജീവന്തി തൈരുപകുര്വന്തി വ്യസനേഽഭ്യുദയേ വാ കുപിതം ബന്ധും രാഷ്ട്രം വാ വ്യാവര്തയന്തി അമിത്രമാടവികം വാ പ്രതിഷേധയന്തി തേഷാം മുണ്ഡജടിലവ്യഞ്ജനാസ്തുഷ്ടാതുഷ്ടത്വം വിദ്യുഃ ॥ കZ_൦൧.൧൩.൧൫ ॥,యే చాస్య ధాన్యపశుహిరణ్యాన్యాజీవన్తి తైరుపకుర్వన్తి వ్యసనేఽభ్యుదయే వా కుపితం బన్ధుం రాష్ట్రం వా వ్యావర్తయన్తి అమిత్రమాటవికం వా ప్రతిషేధయన్తి తేషాం ముణ్డజటిలవ్యఞ్జనాస్తుష్టాతుష్టత్వం విద్యుః ॥ కZ_౦౧.౧౩.౧౫ ॥
Chapter 1.13,tuṣṭānbhūyo'rthamānābhyāṃ pūjayet || KAZ_01.13.16 ||,तुष्टान्भूयोऽर्थमानाभ्यां पूजयेत् ॥ कZ_०१.१३.१६ ॥,তুষ্টান্ভূযোঽর্থমানাভ্যাং পূজযেত্ ॥ কZ_০১.১৩.১৬ ॥,તુષ્ટાન્ભૂયોઽર્થમાનાભ્યાં પૂજયેત્ ॥ કZ_૦૧.૧૩.૧૬ ॥,ತುಷ್ಟಾನ್ಭೂಯೋಽರ್ಥಮಾನಾಭ್ಯಾಂ ಪೂಜಯೇತ್ ॥ ಕZ_೦೧.೧೩.೧೬ ॥,തുഷ്ടാന്ഭൂയോഽര്ഥമാനാഭ്യാം പൂജയേത് ॥ കZ_൦൧.൧൩.൧൬ ॥,తుష్టాన్భూయోఽర్థమానాభ్యాం పూజయేత్ ॥ కZ_౦౧.౧౩.౧౬ ॥
Chapter 1.13,atuṣṭāṃstuṣṭihetostyāgena sāmnā ca prasādayet || KAZ_01.13.17 ||,अतुष्टांस्तुष्टिहेतोस्त्यागेन साम्ना च प्रसादयेत् ॥ कZ_०१.१३.१७ ॥,অতুষ্টাংস্তুষ্টিহেতোস্ত্যাগেন সাম্না চ প্রসাদযেত্ ॥ কZ_০১.১৩.১৭ ॥,અતુષ્ટાંસ્તુષ્ટિહેતોસ્ત્યાગેન સામ્ના ચ પ્રસાદયેત્ ॥ કZ_૦૧.૧૩.૧૭ ॥,ಅತುಷ್ಟಾಂಸ್ತುಷ್ಟಿಹೇತೋಸ್ತ್ಯಾಗೇನ ಸಾಮ್ನಾ ಚ ಪ್ರಸಾದಯೇತ್ ॥ ಕZ_೦೧.೧೩.೧೭ ॥,അതുഷ്ടാംസ്തുഷ്ടിഹേതോസ്ത്യാഗേന സാമ്നാ ച പ്രസാദയേത് ॥ കZ_൦൧.൧൩.൧൭ ॥,అతుష్టాంస్తుష్టిహేతోస్త్యాగేన సామ్నా చ ప్రసాదయేత్ ॥ కZ_౦౧.౧౩.౧౭ ॥
Chapter 1.13,parasparādvā bhedayedenān sāmantāṭavikatatkulīnāparuddhebhyaśca || KAZ_01.13.18 ||,परस्पराद्वा भेदयेदेनान् सामन्ताटविकतत्कुलीनापरुद्धेभ्यश्च ॥ कZ_०१.१३.१८ ॥,পরস্পরাদ্বা ভেদযেদেনান্ সামন্তাটবিকতত্কুলীনাপরুদ্ধেভ্যশ্চ ॥ কZ_০১.১৩.১৮ ॥,પરસ્પરાદ્વા ભેદયેદેનાન્ સામન્તાટવિકતત્કુલીનાપરુદ્ધેભ્યશ્ચ ॥ કZ_૦૧.૧૩.૧૮ ॥,ಪರಸ್ಪರಾದ್ವಾ ಭೇದಯೇದೇನಾನ್ ಸಾಮನ್ತಾಟವಿಕತತ್ಕುಲೀನಾಪರುದ್ಧೇಭ್ಯಶ್ಚ ॥ ಕZ_೦೧.೧೩.೧೮ ॥,പരസ്പരാദ്വാ ഭേദയേദേനാന് സാമന്താടവികതത്കുലീനാപരുദ്ധേഭ്യശ്ച ॥ കZ_൦൧.൧൩.൧൮ ॥,పరస్పరాద్వా భేదయేదేనాన్ సామన్తాటవికతత్కులీనాపరుద్ధేభ్యశ్చ ॥ కZ_౦౧.౧౩.౧౮ ॥
Chapter 1.13,tathāpyatuṣyato daṇḍakarasādhanādhikāreṇa janapadavidveṣaṃ grāhayet || KAZ_01.13.19 ||,तथाप्यतुष्यतो दण्डकरसाधनाधिकारेण जनपदविद्वेषं ग्राहयेत् ॥ कZ_०१.१३.१९ ॥,তথাপ্যতুষ্যতো দণ্ডকরসাধনাধিকারেণ জনপদবিদ্বেষং গ্রাহযেত্ ॥ কZ_০১.১৩.১৯ ॥,તથાપ્યતુષ્યતો દણ્ડકરસાધનાધિકારેણ જનપદવિદ્વેષં ગ્રાહયેત્ ॥ કZ_૦૧.૧૩.૧૯ ॥,ತಥಾಪ್ಯತುಷ್ಯತೋ ದಣ್ಡಕರಸಾಧನಾಧಿಕಾರೇಣ ಜನಪದವಿದ್ವೇಷಂ ಗ್ರಾಹಯೇತ್ ॥ ಕZ_೦೧.೧೩.೧೯ ॥,തഥാപ്യതുഷ്യതോ ദണ്ഡകരസാധനാധികാരേണ ജനപദവിദ്വേഷം ഗ്രാഹയേത് ॥ കZ_൦൧.൧൩.൧൯ ॥,తథాప్యతుష్యతో దణ్డకరసాధనాధికారేణ జనపదవిద్వేషం గ్రాహయేత్ ॥ కZ_౦౧.౧౩.౧౯ ॥
Chapter 1.13,viviṣṭānupāṃśudaṇḍena janapadakopena vā sādhayet || KAZ_01.13.20 ||,विविष्टानुपांशुदण्डेन जनपदकोपेन वा साधयेत् ॥ कZ_०१.१३.२० ॥,বিবিষ্টানুপাংশুদণ্ডেন জনপদকোপেন বা সাধযেত্ ॥ কZ_০১.১৩.২০ ॥,વિવિષ્ટાનુપાંશુદણ્ડેન જનપદકોપેન વા સાધયેત્ ॥ કZ_૦૧.૧૩.૨૦ ॥,ವಿವಿಷ್ಟಾನುಪಾಂಶುದಣ್ಡೇನ ಜನಪದಕೋಪೇನ ವಾ ಸಾಧಯೇತ್ ॥ ಕZ_೦೧.೧೩.೨೦ ॥,വിവിഷ്ടാനുപാംശുദണ്ഡേന ജനപദകോപേന വാ സാധയേത് ॥ കZ_൦൧.൧൩.൨൦ ॥,వివిష్టానుపాంశుదణ్డేన జనపదకోపేన వా సాధయేత్ ॥ కZ_౦౧.౧౩.౨౦ ॥
Chapter 1.13,guptaputradārānākarakarmānteṣu vā vāsayetpareṣāmāspadabhayāt || KAZ_01.13.21 ||,गुप्तपुत्रदारानाकरकर्मान्तेषु वा वासयेत्परेषामास्पदभयात् ॥ कZ_०१.१३.२१ ॥,গুপ্তপুত্রদারানাকরকর্মান্তেষু বা বাসযেত্পরেষামাস্পদভযাত্ ॥ কZ_০১.১৩.২১ ॥,ગુપ્તપુત્રદારાનાકરકર્માન્તેષુ વા વાસયેત્પરેષામાસ્પદભયાત્ ॥ કZ_૦૧.૧૩.૨૧ ॥,ಗುಪ್ತಪುತ್ರದಾರಾನಾಕರಕರ್ಮಾನ್ತೇಷು ವಾ ವಾಸಯೇತ್ಪರೇಷಾಮಾಸ್ಪದಭಯಾತ್ ॥ ಕZ_೦೧.೧೩.೨೧ ॥,ഗുപ്തപുത്രദാരാനാകരകര്മാന്തേഷു വാ വാസയേത്പരേഷാമാസ്പദഭയാത് ॥ കZ_൦൧.൧൩.൨൧ ॥,గుప్తపుత్రదారానాకరకర్మాన్తేషు వా వాసయేత్పరేషామాస్పదభయాత్ ॥ కZ_౦౧.౧౩.౨౧ ॥
Chapter 1.13,kruddhalubdhabhītamāninastu pareṣāṃ kṛtyāḥ || KAZ_01.13.22 ||,क्रुद्धलुब्धभीतमानिनस्तु परेषां कृत्याः ॥ कZ_०१.१३.२२ ॥,ক্রুদ্ধলুব্ধভীতমানিনস্তু পরেষাং কৃত্যাঃ ॥ কZ_০১.১৩.২২ ॥,ક્રુદ્ધલુબ્ધભીતમાનિનસ્તુ પરેષાં કૃત્યાઃ ॥ કZ_૦૧.૧૩.૨૨ ॥,ಕ್ರುದ್ಧಲುಬ್ಧಭೀತಮಾನಿನಸ್ತು ಪರೇಷಾಂ ಕೃತ್ಯಾಃ ॥ ಕZ_೦೧.೧೩.೨೨ ॥,ക്രുദ്ധലുബ്ധഭീതമാനിനസ്തു പരേഷാം കൃത്യാഃ ॥ കZ_൦൧.൧൩.൨൨ ॥,క్రుద్ధలుబ్ధభీతమానినస్తు పరేషాం కృత్యాః ॥ కZ_౦౧.౧౩.౨౨ ॥
